id,symbol,name,usd,usd_market_cap,usd_24h_vol,usd_24h_change,last_updated_at,rank,coinGecko_link
bitcoin,btc,Bitcoin,28418,5.28407E+11,40888752310,1,2020/12/31,1,https://www.coingecko.com/en/coins/bitcoin
ethereum,eth,Ethereum,732,83477111153,16952643600,0,2020/12/31,2,https://www.coingecko.com/en/coins/ethereum
tether,usdt,Tether,1,20963308341,53105193641,0,2020/12/31,3,https://www.coingecko.com/en/coins/tether
ripple,xrp,XRP,0,9897341041,4964359633,-6,2020/12/31,4,https://www.coingecko.com/en/coins/ripple
litecoin,ltc,Litecoin,125,8261869977,5100255514,0,2020/12/31,5,https://www.coingecko.com/en/coins/litecoin
polkadot,dot,Polkadot,8,7576300357,1326061765,10,2020/12/31,6,https://www.coingecko.com/en/coins/polkadot
bitcoin-cash,bch,Bitcoin Cash,340,6342007841,3860544256,-2,2020/12/31,7,https://www.coingecko.com/en/coins/bitcoin-cash
cardano,ada,Cardano,0,5574030993,1194232879,-1,2020/12/31,8,https://www.coingecko.com/en/coins/cardano
binancecoin,bnb,Binance Coin,37,5512050874,511130224,0,2020/12/31,9,https://www.coingecko.com/en/coins/binancecoin
chainlink,link,Chainlink,11,4535936948,936315584,0,2020/12/31,10,https://www.coingecko.com/en/coins/chainlink
usd-coin,usdc,USD Coin,1,3805930727,1140838043,0,2020/12/31,11,https://www.coingecko.com/en/coins/usd-coin
wrapped-bitcoin,wbtc,Wrapped Bitcoin,28599,3227627699,176824059,1,2020/12/31,12,https://www.coingecko.com/en/coins/wrapped-bitcoin
bitcoin-cash-sv,bsv,Bitcoin SV,161,3002688167,506654196,-1,2020/12/31,13,https://www.coingecko.com/en/coins/bitcoin-cash-sv
monero,xmr,Monero,157,2806372722,423508403,-2,2020/12/31,14,https://www.coingecko.com/en/coins/monero
stellar,xlm,Stellar,0,2765273887,519921392,-9,2020/12/31,15,https://www.coingecko.com/en/coins/stellar
eos,eos,EOS,2,2430379402,1804887066,0,2020/12/31,16,https://www.coingecko.com/en/coins/eos
okb,okb,OKB,7,2076145217,166235449,1,2020/12/31,17,https://www.coingecko.com/en/coins/okb
celsius-degree-token,cel,Celsius Network,5,2055144124,21753529,-3,2020/12/31,18,https://www.coingecko.com/en/coins/celsius-degree-token
tron,trx,TRON,0,1901695766,912175186,-1,2020/12/31,19,https://www.coingecko.com/en/coins/tron
theta-token,theta,Theta Network,1,1726114958,162464635,16,2020/12/31,20,https://www.coingecko.com/en/coins/theta-token
nem,xem,NEM,0,1628555328,166934353,-15,2020/12/31,21,https://www.coingecko.com/en/coins/nem
tezos,xtz,Tezos,2,1523887682,101453465,0,2020/12/31,22,https://www.coingecko.com/en/coins/tezos
cosmos,atom,Cosmos,5,1375496534,404581889,3,2020/12/31,23,https://www.coingecko.com/en/coins/cosmos
leo-token,leo,LEO Token,1,1346288683,1883701,2,2020/12/31,24,https://www.coingecko.com/en/coins/leo-token
crypto-com-chain,cro,Crypto.com Coin,0,1291452463,39660240,-1,2020/12/31,25,https://www.coingecko.com/en/coins/crypto-com-chain
vechain,vet,VeChain,0,1223741655,231617598,-3,2020/12/31,26,https://www.coingecko.com/en/coins/vechain
cdai,cdai,cDAI,0,1177511011,6077255,0,2020/12/31,27,https://www.coingecko.com/en/coins/cdai
dai,dai,Dai,0,1162571370,371918521,0,2020/12/31,28,https://www.coingecko.com/en/coins/dai
aave,aave,Aave,85,1036551356,207246992,7,2020/12/31,29,https://www.coingecko.com/en/coins/aave
havven,snx,Synthetix Network Token,7,1025770808,109514376,1,2020/12/31,30,https://www.coingecko.com/en/coins/havven
uniswap,uni,Uniswap,4,998165630,684316508,22,2020/12/31,31,https://www.coingecko.com/en/coins/uniswap
neo,neo,NEO,14,995934204,294793308,-4,2020/12/31,32,https://www.coingecko.com/en/coins/neo
huobi-token,ht,Huobi Token,4,992496439,112003196,-1,2020/12/31,33,https://www.coingecko.com/en/coins/huobi-token
dash,dash,Dash,98,974169229,466063548,-3,2020/12/31,34,https://www.coingecko.com/en/coins/dash
filecoin,fil,Filecoin,21,970140864,94345259,1,2020/12/31,35,https://www.coingecko.com/en/coins/filecoin
binance-usd,busd,Binance USD,1,923042610,1272639808,0,2020/12/31,36,https://www.coingecko.com/en/coins/binance-usd
zilliqa,zil,Zilliqa,0,887214063,500614646,2,2020/12/31,37,https://www.coingecko.com/en/coins/zilliqa
compound-ether,ceth,cETH,14,854380488,32893973,0,2020/12/31,38,https://www.coingecko.com/en/coins/compound-ether
iota,miota,IOTA,0,797795799,24816068,-3,2020/12/31,39,https://www.coingecko.com/en/coins/iota
compound-usd-coin,cusdc,cUSDC,0,736191256,2845609,0,2020/12/31,40,https://www.coingecko.com/en/coins/compound-usd-coin
zcash,zec,Zcash,62,674039629,407350258,-2,2020/12/31,41,https://www.coingecko.com/en/coins/zcash
yearn-finance,yfi,yearn.finance,22386,668487530,398530814,2,2020/12/31,42,https://www.coingecko.com/en/coins/yearn-finance
ethereum-classic,etc,Ethereum Classic,5,658030168,840444469,0,2020/12/31,43,https://www.coingecko.com/en/coins/ethereum-classic
waves,waves,Waves,6,624138822,104545497,-7,2020/12/31,44,https://www.coingecko.com/en/coins/waves
kusama,ksm,Kusama,66,596700581,142017617,7,2020/12/31,45,https://www.coingecko.com/en/coins/kusama
compound-governance-token,comp,Compound,144,595459152,68270073,-4,2020/12/31,46,https://www.coingecko.com/en/coins/compound-governance-token
dogecoin,doge,Dogecoin,0,587181821,135782827,0,2020/12/31,47,https://www.coingecko.com/en/coins/dogecoin
ftx-token,ftt,FTX Token,5,513916714,13165866,0,2020/12/31,48,https://www.coingecko.com/en/coins/ftx-token
decred,dcr,Decred,41,511056068,16949157,13,2020/12/31,49,https://www.coingecko.com/en/coins/decred
maker,mkr,Maker,561,509068507,37708239,0,2020/12/31,50,https://www.coingecko.com/en/coins/maker
empty-set-dollar,esd,Empty Set Dollar,0,470121065,9613596,8,2020/12/31,51,https://www.coingecko.com/en/coins/empty-set-dollar
the-graph,grt,The Graph,0,436679263,201448735,-4,2020/12/31,52,https://www.coingecko.com/en/coins/the-graph
uma,uma,UMA,7,425752208,10904827,-3,2020/12/31,53,https://www.coingecko.com/en/coins/uma
renbtc,renbtc,renBTC,28467,373536580,11769085,0,2020/12/31,54,https://www.coingecko.com/en/coins/renbtc
blockstack,stx,Blockstack,0,361591530,7071430,0,2020/12/31,55,https://www.coingecko.com/en/coins/blockstack
elrond-erd-2,egld,Elrond,23,358552853,29584147,-3,2020/12/31,56,https://www.coingecko.com/en/coins/elrond-erd-2
ontology,ont,Ontology,0,348339979,99836569,-2,2020/12/31,57,https://www.coingecko.com/en/coins/ontology
sushi,sushi,Sushi,2,340796085,271291857,4,2020/12/31,58,https://www.coingecko.com/en/coins/sushi
digibyte,dgb,DigiByte,0,338803873,17419516,-10,2020/12/31,59,https://www.coingecko.com/en/coins/digibyte
omisego,omg,OMG Network,2,337925603,163977389,-3,2020/12/31,60,https://www.coingecko.com/en/coins/omisego
aave-link,alink,Aave LINK,11,330885423,5367269,1,2020/12/31,61,https://www.coingecko.com/en/coins/aave-link
paxos-standard,pax,Paxos Standard,1,311413332,79064675,0,2020/12/31,62,https://www.coingecko.com/en/coins/paxos-standard
terra-luna,luna,Terra,0,307896546,26358361,-6,2020/12/31,63,https://www.coingecko.com/en/coins/terra-luna
near,near,Near,1,301144587,32134713,2,2020/12/31,64,https://www.coingecko.com/en/coins/near
nexo,nexo,NEXO,0,300456269,12238312,-5,2020/12/31,65,https://www.coingecko.com/en/coins/nexo
ampleforth,ampl,Ampleforth,1,296696019,10977633,-3,2020/12/31,66,https://www.coingecko.com/en/coins/ampleforth
basic-attention-token,bat,Basic Attention Token,0,294134393,111662266,-2,2020/12/31,67,https://www.coingecko.com/en/coins/basic-attention-token
true-usd,tusd,TrueUSD,1,276545298,126104579,0,2020/12/31,68,https://www.coingecko.com/en/coins/true-usd
republic-protocol,ren,REN,0,274720925,65877242,-8,2020/12/31,69,https://www.coingecko.com/en/coins/republic-protocol
0x,zrx,0x,0,270081214,41127712,0,2020/12/31,70,https://www.coingecko.com/en/coins/0x
algorand,algo,Algorand,0,264446288,109158512,-3,2020/12/31,71,https://www.coingecko.com/en/coins/algorand
icon,icx,ICON,0,259220201,49099878,-7,2020/12/31,72,https://www.coingecko.com/en/coins/icon
thorchain,rune,THORChain,1,252129824,23233250,-5,2020/12/31,73,https://www.coingecko.com/en/coins/thorchain
swissborg,chsb,SwissBorg,0,242673143,3321727,-8,2020/12/31,74,https://www.coingecko.com/en/coins/swissborg
qtum,qtum,Qtum,2,224716714,191159395,-1,2020/12/31,75,https://www.coingecko.com/en/coins/qtum
huobi-btc,hbtc,Huobi BTC,28154,219754184,1543196,1,2020/12/31,76,https://www.coingecko.com/en/coins/huobi-btc
avalanche-2,AVAX,Avalanche,2,216676627,15746176,-1,2020/12/31,77,https://www.coingecko.com/en/coins/avalanche-2
loopring,lrc,Loopring,0,211355623,39094688,-9,2020/12/31,78,https://www.coingecko.com/en/coins/loopring
aave-eth,aeth,Aave ETH,660,210209636,24844239,,2020/12/17,79,https://www.coingecko.com/en/coins/aave-eth
hedera-hashgraph,hbar,Hedera Hashgraph,0,207386664,5880628,-2,2020/12/31,80,https://www.coingecko.com/en/coins/hedera-hashgraph
energy-web-token,ewt,Energy Web Token,5,193025845,1164705,-3,2020/12/31,81,https://www.coingecko.com/en/coins/energy-web-token
nxm,nxm,Nexus Mutual,28,188653496,45044,0,2020/12/31,82,https://www.coingecko.com/en/coins/nxm
bittorrent-2,btt,BitTorrent,0,187844818,83693909,0,2020/12/31,83,https://www.coingecko.com/en/coins/bittorrent-2
reserve-rights-token,rsr,Reserve Rights Token,0,183630140,64186672,3,2020/12/31,84,https://www.coingecko.com/en/coins/reserve-rights-token
terrausd,ust,TerraUSD,1,183138764,8905978,0,2020/12/31,85,https://www.coingecko.com/en/coins/terrausd
basis-share,bas,Basis Share,831,172798489,2585024,14,2020/12/31,86,https://www.coingecko.com/en/coins/basis-share
lisk,lsk,Lisk,1,162349449,3645498,0,2020/12/31,87,https://www.coingecko.com/en/coins/lisk
kyber-network,knc,Kyber Network,0,156849591,25169720,-4,2020/12/31,88,https://www.coingecko.com/en/coins/kyber-network
aave-usdc,ausdc,Aave USDC,1,148882735,48461369,0,2020/12/31,89,https://www.coingecko.com/en/coins/aave-usdc
bitcoin-gold,btg,Bitcoin Gold,8,143839814,14959357,-2,2020/12/31,90,https://www.coingecko.com/en/coins/bitcoin-gold
balancer,bal,Balancer,13,143460691,23408391,-1,2020/12/31,91,https://www.coingecko.com/en/coins/balancer
siacoin,sc,Siacoin,0,142465264,6931400,-8,2020/12/31,92,https://www.coingecko.com/en/coins/siacoin
maidsafecoin,maid,MaidSafeCoin,0,138657678,703998,2,2020/12/31,93,https://www.coingecko.com/en/coins/maidsafecoin
quant-network,qnt,Quant,11,138550494,3813630,-3,2020/12/31,94,https://www.coingecko.com/en/coins/quant-network
husd,husd,HUSD,1,138184157,68543199,0,2020/12/31,95,https://www.coingecko.com/en/coins/husd
vitae,vitae,Vitae,6,136610892,1480408,-1,2020/12/31,96,https://www.coingecko.com/en/coins/vitae
nano,nano,Nano,1,135183425,5642896,-3,2020/12/31,97,https://www.coingecko.com/en/coins/nano
neutrino,usdn,Neutrino USD,0,131449204,701053,0,2020/12/31,98,https://www.coingecko.com/en/coins/neutrino
ocean-protocol,ocean,Ocean Protocol,0,131307685,26786307,-3,2020/12/31,99,https://www.coingecko.com/en/coins/ocean-protocol
dynamic-set-dollar,dsd,Dynamic Set Dollar,0,130538048,16011525,5,2020/12/31,100,https://www.coingecko.com/en/coins/dynamic-set-dollar
nusd,susd,sUSD,1,129233573,36355674,-1,2020/12/31,101,https://www.coingecko.com/en/coins/nusd
verge,xvg,Verge,0,124590897,3095783,-4,2020/12/31,102,https://www.coingecko.com/en/coins/verge
band-protocol,band,Band Protocol,5,121175974,58845984,-1,2020/12/31,103,https://www.coingecko.com/en/coins/band-protocol
bancor,bnt,Bancor Network Token,1,120053695,69148928,-3,2020/12/31,104,https://www.coingecko.com/en/coins/bancor
status,SNT,Status,0,117164921,7784860,-5,2020/12/31,105,https://www.coingecko.com/en/coins/status
numeraire,nmr,Numeraire,22,117156913,5873781,-3,2020/12/31,106,https://www.coingecko.com/en/coins/numeraire
enjincoin,enj,Enjin Coin,0,116970163,11259204,-4,2020/12/31,107,https://www.coingecko.com/en/coins/enjincoin
gnosis,gno,Gnosis,76,115311094,625260,1,2020/12/31,108,https://www.coingecko.com/en/coins/gnosis
zencash,zen,Horizen,10,110968237,7791535,-5,2020/12/31,109,https://www.coingecko.com/en/coins/zencash
golem,glm,Golem,0,110492519,973562,-3,2020/12/31,110,https://www.coingecko.com/en/coins/golem
rif-token,rif,RIF Token,0,108315583,1862910,-1,2020/12/31,111,https://www.coingecko.com/en/coins/rif-token
chiliz,chz,Chiliz,0,106976240,79582822,-12,2020/12/31,112,https://www.coingecko.com/en/coins/chiliz
arweave,ar,Arweave,2,106658647,4372401,6,2020/12/31,113,https://www.coingecko.com/en/coins/arweave
holotoken,hot,Holo,0,105448672,6251227,1,2020/12/31,114,https://www.coingecko.com/en/coins/holotoken
aragon,ant,Aragon,3,104879760,14079411,1,2020/12/31,115,https://www.coingecko.com/en/coins/aragon
decentraland,mana,Decentraland,0,101682606,11137892,-2,2020/12/31,116,https://www.coingecko.com/en/coins/decentraland
iostoken,iost,IOST,0,101496492,44872068,-3,2020/12/31,117,https://www.coingecko.com/en/coins/iostoken
1inch,1inch,1inch,1,100529306,197115250,34,2020/12/31,118,https://www.coingecko.com/en/coins/1inch
ravencoin,rvn,Ravencoin,0,98965565,5389625,0,2020/12/31,119,https://www.coingecko.com/en/coins/ravencoin
curve-dao-token,crv,Curve DAO Token,0,96918211,73451715,5,2020/12/31,120,https://www.coingecko.com/en/coins/curve-dao-token
monacoin,mona,MonaCoin,1,95542243,3803683,-3,2020/12/31,121,https://www.coingecko.com/en/coins/monacoin
tether-gold,xaut,Tether Gold,1908,90846254,234725,0,2020/12/31,122,https://www.coingecko.com/en/coins/tether-gold
compound-usdt,cusdt,cUSDT,0,90604187,2405155,0,2020/12/31,123,https://www.coingecko.com/en/coins/compound-usdt
augur,rep,Augur,16,90225675,8047592,-2,2020/12/31,124,https://www.coingecko.com/en/coins/augur
bytom,btm,Bytom,0,87635290,9013986,-1,2020/12/31,125,https://www.coingecko.com/en/coins/bytom
bitcoin-diamond,bcd,Bitcoin Diamond,0,86601150,1703496,0,2020/12/31,126,https://www.coingecko.com/en/coins/bitcoin-diamond
matic-network,matic,Matic Network,0,83647478,11923794,-6,2020/12/31,127,https://www.coingecko.com/en/coins/matic-network
nervos-network,ckb,Nervos Network,0,83380296,3038694,2,2020/12/31,128,https://www.coingecko.com/en/coins/nervos-network
ethlend,lend,Aave [OLD],0,83145649,137907,4,2020/12/31,129,https://www.coingecko.com/en/coins/ethlend
helium,hnt,Helium,1,82445423,1252235,3,2020/12/31,130,https://www.coingecko.com/en/coins/helium
basis-cash,bac,Basis Cash,1,82185479,32928650,2,2020/12/31,131,https://www.coingecko.com/en/coins/basis-cash
gatechain-token,gt,GateToken,0,80375796,9633742,0,2020/12/31,132,https://www.coingecko.com/en/coins/gatechain-token
pax-gold,paxg,PAX Gold,1926,75126207,2544603,0,2020/12/31,133,https://www.coingecko.com/en/coins/pax-gold
yvault-lp-ycurve,yvault-lp-ycurve,yUSD,1,73808988,334002,0,2020/12/31,134,https://www.coingecko.com/en/coins/yvault-lp-ycurve
ardor,ardr,Ardor,0,70748498,9248836,0,2020/12/31,135,https://www.coingecko.com/en/coins/ardor
noia-network,noia,Syntropy,0,69144752,1784239,0,2020/12/31,136,https://www.coingecko.com/en/coins/noia-network
derivadao,ddx,DerivaDAO,2,68884245,310102,4,2020/12/31,137,https://www.coingecko.com/en/coins/derivadao
titanswap,titan,TitanSwap,0,67713465,3545721,0,2020/12/31,138,https://www.coingecko.com/en/coins/titanswap
solana,sol,Solana,1,67109416,16633128,-8,2020/12/31,139,https://www.coingecko.com/en/coins/solana
ultra,uos,Ultra,0,66201562,687721,-2,2020/12/31,140,https://www.coingecko.com/en/coins/ultra
terra-krw,krt,TerraKRW,0,64943404,952210,0,2020/12/31,141,https://www.coingecko.com/en/coins/terra-krw
compound-uniswap,cuni,cUNI,0,64535028,1628946,20,2020/12/31,142,https://www.coingecko.com/en/coins/compound-uniswap
aave-tusd,atusd,Aave TUSD,0,64204844,4248283,0,2020/12/31,143,https://www.coingecko.com/en/coins/aave-tusd
oasis-network,rose,Oasis Network,0,63213170,5020319,7,2020/12/31,144,https://www.coingecko.com/en/coins/oasis-network
yfii-finance,yfii,DFI.money,1577,62707533,108044661,13,2020/12/31,145,https://www.coingecko.com/en/coins/yfii-finance
komodo,kmd,Komodo,0,62241153,2141178,-8,2020/12/31,146,https://www.coingecko.com/en/coins/komodo
unibright,ubt,Unibright,0,61751984,1355498,-5,2020/12/31,147,https://www.coingecko.com/en/coins/unibright
math,math,MATH,0,59448882,628913,0,2020/12/31,148,https://www.coingecko.com/en/coins/math
polymath-network,poly,Polymath Network,0,58642666,1950125,0,2020/12/31,149,https://www.coingecko.com/en/coins/polymath-network
kava,kava,Kava.io,1,58555871,11964484,-1,2020/12/31,150,https://www.coingecko.com/en/coins/kava
kleros,pnk,Kleros,0,58333564,714582,-1,2020/12/31,151,https://www.coingecko.com/en/coins/kleros
sbtc,sbtc,sBTC,28894,58235523,3202465,0,2020/12/31,152,https://www.coingecko.com/en/coins/sbtc
steem,steem,Steem,0,58169180,1894480,-2,2020/12/31,153,https://www.coingecko.com/en/coins/steem
parsiq,prq,PARSIQ,0,58094580,2742329,-20,2020/12/31,154,https://www.coingecko.com/en/coins/parsiq
divi,divi,Divi,0,57806900,189860,4,2020/12/31,155,https://www.coingecko.com/en/coins/divi
nucypher,nu,NuCypher,0,57425249,12956002,-1,2020/12/31,156,https://www.coingecko.com/en/coins/nucypher
enigma,eng,Enigma,0,56545983,115343,-5,2020/12/31,157,https://www.coingecko.com/en/coins/enigma
bitshares,bts,BitShares,0,56310912,15831307,0,2020/12/31,158,https://www.coingecko.com/en/coins/bitshares
ark,ark,Ark,0,55816485,1983043,-2,2020/12/31,159,https://www.coingecko.com/en/coins/ark
civic,cvc,Civic,0,55703388,10632680,-3,2020/12/31,160,https://www.coingecko.com/en/coins/civic
kucoin-shares,kcs,KuCoin Shares,0,55587937,4939503,-3,2020/12/31,161,https://www.coingecko.com/en/coins/kucoin-shares
injective-protocol,inj,Injective Protocol,4,55152521,14562247,-1,2020/12/31,162,https://www.coingecko.com/en/coins/injective-protocol
utrust,utk,UTRUST,0,54484986,2410190,-2,2020/12/31,163,https://www.coingecko.com/en/coins/utrust
frax,frax,Frax,0,53764218,10097373,-2,2020/12/31,164,https://www.coingecko.com/en/coins/frax
ankr,ankr,Ankr,0,53487430,7696010,-2,2020/12/31,165,https://www.coingecko.com/en/coins/ankr
wozx,wozx,Efforce,1,53192433,280135858,8,2020/12/31,166,https://www.coingecko.com/en/coins/wozx
wax,waxp,WAX,0,52761245,1188972,0,2020/12/31,167,https://www.coingecko.com/en/coins/wax
swipe,sxp,Swipe,0,52482123,22637825,4,2020/12/31,168,https://www.coingecko.com/en/coins/swipe
tbtc,tbtc,tBTC,28640,52024896,1678795,1,2020/12/31,169,https://www.coingecko.com/en/coins/tbtc
tomochain,tomo,TomoChain,0,51190939,4167901,-1,2020/12/31,170,https://www.coingecko.com/en/coins/tomochain
haven,xhv,Haven,3,51121946,226585,-4,2020/12/31,171,https://www.coingecko.com/en/coins/haven
iexec-rlc,rlc,iExec RLC,0,51055675,2239838,-1,2020/12/31,172,https://www.coingecko.com/en/coins/iexec-rlc
pancakeswap-token,cake,PancakeSwap,0,50892260,5516618,0,2020/12/31,173,https://www.coingecko.com/en/coins/pancakeswap-token
energi,nrg,Energi,1,50819984,2727089,0,2020/12/31,174,https://www.coingecko.com/en/coins/energi
keep3rv1,kp3r,Keep3rV1,249,50422362,13267973,5,2020/12/31,175,https://www.coingecko.com/en/coins/keep3rv1
serum,srm,Serum,0,49843553,17429444,-5,2020/12/31,176,https://www.coingecko.com/en/coins/serum
compound-0x,czrx,c0x,0,49400931,11232,-1,2020/12/31,177,https://www.coingecko.com/en/coins/compound-0x
seth,seth,sETH,746,49065647,4407165,-2,2020/12/31,178,https://www.coingecko.com/en/coins/seth
sharering,shr,ShareToken,0,48909890,1849709,-1,2020/12/31,179,https://www.coingecko.com/en/coins/sharering
electroneum,etn,Electroneum,0,48338985,778074,-5,2020/12/31,180,https://www.coingecko.com/en/coins/electroneum
singularitynet,agi,SingularityNET,0,48286826,598947,-1,2020/12/31,181,https://www.coingecko.com/en/coins/singularitynet
stratis,strax,Stratis,0,48182623,1472125,6,2020/12/31,182,https://www.coingecko.com/en/coins/stratis
btu-protocol,btu,BTU Protocol,0,47654397,225,1,2020/12/31,183,https://www.coingecko.com/en/coins/btu-protocol
aelf,elf,elf,0,47107252,9250031,-4,2020/12/31,184,https://www.coingecko.com/en/coins/aelf
uquid-coin,uqc,Uquid Coin,4,45968612,5245496,3,2020/12/31,185,https://www.coingecko.com/en/coins/uquid-coin
origintrail,trac,OriginTrail,0,44324366,651306,-14,2020/12/31,186,https://www.coingecko.com/en/coins/origintrail
edgeware,edg,Edgeware,0,43792312,1093629,0,2020/12/31,187,https://www.coingecko.com/en/coins/edgeware
kardiachain,kai,KardiaChain,0,43679020,1757059,0,2020/12/31,188,https://www.coingecko.com/en/coins/kardiachain
lbry-credits,lbc,LBRY Credits,0,42572234,73208631,48,2020/12/31,189,https://www.coingecko.com/en/coins/lbry-credits
hive,hive,Hive,0,42427933,2340876,0,2020/12/31,190,https://www.coingecko.com/en/coins/hive
skale,skl,SKALE,0,42290770,7207239,-3,2020/12/31,191,https://www.coingecko.com/en/coins/skale
reddcoin,rdd,Reddcoin,0,42127791,713309,66,2020/12/31,192,https://www.coingecko.com/en/coins/reddcoin
fantom,ftm,Fantom,0,41978012,7115317,2,2020/12/31,193,https://www.coingecko.com/en/coins/fantom
pundi-x,npxs,Pundi X,0,41314132,1222793,0,2020/12/31,194,https://www.coingecko.com/en/coins/pundi-x
velas,vlx,Velas,0,40828181,1354423,-4,2020/12/31,195,https://www.coingecko.com/en/coins/velas
power-ledger,powr,Power Ledger,0,40664386,1357620,-1,2020/12/31,196,https://www.coingecko.com/en/coins/power-ledger
storj,storj,Storj,0,40477232,12227347,-4,2020/12/31,197,https://www.coingecko.com/en/coins/storj
iocoin,ioc,I/O Coin,0,40269026,3294,-96,2020/12/31,198,https://www.coingecko.com/en/coins/iocoin
adex,adx,AdEx,0,40263612,4902283,12,2020/12/31,199,https://www.coingecko.com/en/coins/adex
hyperion,hyn,Hyperion,0,40252433,81469,1,2020/12/31,200,https://www.coingecko.com/en/coins/hyperion
stasis-eurs,eurs,STASIS EURO,1,39848249,2085927,0,2020/12/31,201,https://www.coingecko.com/en/coins/stasis-eurs
wanchain,wan,Wanchain,0,39164403,1809412,-4,2020/12/31,202,https://www.coingecko.com/en/coins/wanchain
zcoin,firo,Firo,3,38758038,2987189,6,2020/12/31,203,https://www.coingecko.com/en/coins/zcoin
wrapped-nxm,wnxm,Wrapped NXM,20,37502941,25090935,7,2020/12/31,204,https://www.coingecko.com/en/coins/wrapped-nxm
lto-network,lto,LTO Network,0,37157414,5050713,18,2020/12/31,205,https://www.coingecko.com/en/coins/lto-network
iotex,iotx,IoTeX,0,36569672,1584990,-1,2020/12/31,206,https://www.coingecko.com/en/coins/iotex
iris-network,iris,IRISnet,0,36500498,2737522,11,2020/12/31,207,https://www.coingecko.com/en/coins/iris-network
harmony,one,Harmony,0,36393060,3692946,-2,2020/12/31,208,https://www.coingecko.com/en/coins/harmony
rocket-pool,rpl,Rocket Pool,2,36326572,789009,2,2020/12/31,209,https://www.coingecko.com/en/coins/rocket-pool
syscoin,sys,Syscoin,0,36218561,2068746,2,2020/12/31,210,https://www.coingecko.com/en/coins/syscoin
api3,api3,API3,1,35904768,12505221,-6,2020/12/31,211,https://www.coingecko.com/en/coins/api3
orion-protocol,orn,Orion Protocol,2,35789323,3555358,-1,2020/12/31,212,https://www.coingecko.com/en/coins/orion-protocol
hegic,hegic,Hegic,0,35656678,1774052,10,2020/12/31,213,https://www.coingecko.com/en/coins/hegic
fetch-ai,fet,Fetch.ai,0,35599765,2375114,1,2020/12/31,214,https://www.coingecko.com/en/coins/fetch-ai
solve-care,solve,SOLVE,0,35547097,546059,-1,2020/12/31,215,https://www.coingecko.com/en/coins/solve-care
aave-dai,adai,Aave DAI,1,34576670,1933904,-1,2020/12/31,216,https://www.coingecko.com/en/coins/aave-dai
district0x,dnt,district0x,0,34336863,3196726,-3,2020/12/31,217,https://www.coingecko.com/en/coins/district0x
secret,scrt,Secret,0,34198512,440299,-5,2020/12/31,218,https://www.coingecko.com/en/coins/secret
redfox-labs-2,rfox,RedFOX Labs,0,34152775,135770,-7,2020/12/31,219,https://www.coingecko.com/en/coins/redfox-labs-2
trustswap,swap,Trustswap,0,33866574,1684650,4,2020/12/31,220,https://www.coingecko.com/en/coins/trustswap
zb-token,zb,ZB Token,0,33733332,9372478,0,2020/12/31,221,https://www.coingecko.com/en/coins/zb-token
ethos,vgx,Voyager Token,0,33503589,451919,-1,2020/12/31,222,https://www.coingecko.com/en/coins/ethos
nest,nest,Nest Protocol,0,33288370,20020175,-2,2020/12/31,223,https://www.coingecko.com/en/coins/nest
hxro,hxro,Hxro,0,32777306,302144,-6,2020/12/31,224,https://www.coingecko.com/en/coins/hxro
melon,mln,Melon,26,32666631,3620550,-6,2020/12/31,225,https://www.coingecko.com/en/coins/melon
sora,xor,Sora,93,32630684,2085884,4,2020/12/31,226,https://www.coingecko.com/en/coins/sora
usdk,usdk,USDK,1,32541212,126476677,0,2020/12/31,227,https://www.coingecko.com/en/coins/usdk
handshake,hns,Handshake,0,32065549,569513,-1,2020/12/31,228,https://www.coingecko.com/en/coins/handshake
quark-chain,qkc,QuarkChain,0,32034668,2265732,-1,2020/12/31,229,https://www.coingecko.com/en/coins/quark-chain
pirate-chain,arrr,Pirate Chain,0,31841487,188639,-5,2020/12/31,230,https://www.coingecko.com/en/coins/pirate-chain
livepeer,lpt,Livepeer,1,31711219,19734,-6,2020/12/31,231,https://www.coingecko.com/en/coins/livepeer
crypto20,c20,CRYPTO20,0,31620441,24089,-3,2020/12/31,232,https://www.coingecko.com/en/coins/crypto20
alpha-finance,alpha,Alpha Finance,0,31577997,15144217,-1,2020/12/31,233,https://www.coingecko.com/en/coins/alpha-finance
just,jst,JUST,0,31568346,39054868,-3,2020/12/31,234,https://www.coingecko.com/en/coins/just
thunder-token,tt,ThunderCore,0,31417870,10205166,-2,2020/12/31,235,https://www.coingecko.com/en/coins/thunder-token
aeternity,ae,Aeternity,0,30952672,5482538,-4,2020/12/31,236,https://www.coingecko.com/en/coins/aeternity
cream-2,cream,Cream,64,30878296,2282973,0,2020/12/31,237,https://www.coingecko.com/en/coins/cream-2
aion,aion,Aion,0,30807493,986438,1,2020/12/31,238,https://www.coingecko.com/en/coins/aion
super-zero,sero,SERO,0,30591459,3698853,1,2020/12/31,239,https://www.coingecko.com/en/coins/super-zero
cvault-finance,core,cVault.finance,3003,30104801,903222,-4,2020/12/31,240,https://www.coingecko.com/en/coins/cvault-finance
dia-data,DIA,DIA,1,30057544,8384004,1,2020/12/31,241,https://www.coingecko.com/en/coins/dia-data
allianceblock,albt,AllianceBlock,0,29896102,2997347,-8,2020/12/31,242,https://www.coingecko.com/en/coins/allianceblock
waykichain,wicc,WaykiChain,0,29002637,7438538,-1,2020/12/31,243,https://www.coingecko.com/en/coins/waykichain
